,licensed_certified,facid,fac_status_type_code,facname,fac_type_code,fac_fdr,ltc,capacity,address,city,zip,county_code,county_name,district_number,district_name,isfacmain,fac_fac_relationship_type_code,cclho_code,cclho_name,fips_county_code,data_date
90,LICENSED AND CERTIFIED,20000005,OPEN,ST ANTHONY CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,30,553 SMALLEY AVENUE,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
91,LICENSED AND CERTIFIED,20000010,OPEN,ASHBY CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,31,2270 ASHBY AVENUE,BERKELEY,94705,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
92,LICENSED AND CERTIFIED,20000015,OPEN,BANCROFT HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,36,1475 BANCROFT AVENUE,SAN LEANDRO,94577,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
93,LICENSED AND CERTIFIED,20000019,OPEN,VISTA POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,71,3269 D STREET,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
94,LICENSED AND CERTIFIED,20000020,OPEN,WINDSOR COUNTRY DRIVE CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,126,2500 COUNTRY DRIVE,FREMONT,94536,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
95,LICENSED AND CERTIFIED,20000026,OPEN,"BAY VIEW REHABILITATION HOSPITAL, LLC",SNF,SKILLED NURSING FACILITY,LTC,170,516 WILLOW STREET,ALAMEDA,94501,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
96,LICENSED AND CERTIFIED,20000028,OPEN,BERKELEY PINES SKILLED NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,36,2223 ASHBY AVENUE,BERKELEY,94705,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
97,LICENSED AND CERTIFIED,20000029,OPEN,BETHESDA HOME,SNF,SKILLED NURSING FACILITY,LTC,40,22427 MONTGOMERY STREET,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
98,LICENSED AND CERTIFIED,20000036,OPEN,MISSION VALLEY POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,85,2400 PARKSIDE DRIVE,FREMONT,94536,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
99,LICENSED AND CERTIFIED,20000037,OPEN,EMMANUEL POST ACUTE CARE - HAYWARD,SNF,SKILLED NURSING FACILITY,LTC,99,26660 PATRICK AVENUE,HAYWARD,94544,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
100,LICENSED AND CERTIFIED,20000039,OPEN,HAYWARD HEALTHCARE & WELLNESS CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,1805 WEST STREET,HAYWARD,94545,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
101,LICENSED AND CERTIFIED,20000040,OPEN,MASONIC HOME,SNF,SKILLED NURSING FACILITY,LTC,125,34400 MISSION BOULEVARD,UNION CITY,94587,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
102,LICENSED AND CERTIFIED,20000042,OPEN,KAISER PERMANENTE POST-ACUTE CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,176,1440 168TH AVENUE,SAN LEANDRO,94578,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
103,LICENSED AND CERTIFIED,20000043,OPEN,ALAMEDA HEALTHCARE & WELLNESS CENTER,SNF,SKILLED NURSING FACILITY,LTC,166,430 WILLOW STREET,ALAMEDA,94501,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
104,LICENSED AND CERTIFIED,20000047,OPEN,HAYWARD HILLS HEALTH CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,74,1768 B STREET,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
105,LICENSED AND CERTIFIED,20000048,OPEN,CHAPARRAL HOUSE,SNF,SKILLED NURSING FACILITY,LTC,49,1309 ALLSTON WAY,BERKELEY,94702,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
106,LICENSED AND CERTIFIED,20000053,OPEN,CRESTWOOD MANOR - FREMONT,SNF,SKILLED NURSING FACILITY,LTC,126,4303 STEVENSON BOULEVARD,FREMONT,94538,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
107,LICENSED AND CERTIFIED,20000054,OPEN,"PRINCETON MANOR HEALTHCARE CENTER, LLC",SNF,SKILLED NURSING FACILITY,LTC,82,2124 57TH AVENUE,OAKLAND,94621,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
108,LICENSED AND CERTIFIED,20000060,OPEN,BAYPOINT HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,442 SUNSET BOULEVARD,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
109,LICENSED AND CERTIFIED,20000064,OPEN,ST. PAUL'S TOWERS,SNF,SKILLED NURSING FACILITY,LTC,43,100 BAY PLACE,OAKLAND,94610,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
110,LICENSED AND CERTIFIED,20000065,OPEN,WE CARE SKILLED NURSING FACILITY,SNF,SKILLED NURSING FACILITY,LTC,28,21863 VALLEJO STREET,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
111,LICENSED AND CERTIFIED,20000066,OPEN,VALLEY POINTE NURSING & REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,50,20090 STANTON AVENUE,CASTRO VALLEY,94546,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
112,LICENSED AND CERTIFIED,20000068,OPEN,ST JOHN KRONSTADT CONVALESCENT CENTER,SNF,SKILLED NURSING FACILITY,LTC,49,4432 JAMES AVENUE,CASTRO VALLEY,94546,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
113,LICENSED AND CERTIFIED,20000070,OPEN,ALL SAINT'S SUBACUTE & TRANSITIONAL CARE,SNF,SKILLED NURSING FACILITY,LTC,70,1652 MONO AVENUE,SAN LEANDRO,94578,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
114,LICENSED AND CERTIFIED,20000071,OPEN,WINDSOR POST-ACUTE CARE CENTER OF HAYWARD,SNF,SKILLED NURSING FACILITY,LTC,99,25919 GADING ROAD,HAYWARD,94544,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
115,LICENSED AND CERTIFIED,20000074,OPEN,"SERENETHOS CARE CENTER, LLC",SNF,SKILLED NURSING FACILITY,LTC,36,22822 MYRTLE STREET,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
116,LICENSED AND CERTIFIED,20000076,OPEN,ST. FRANCIS HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,62,718 BARLETT AVE,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
117,LICENSED AND CERTIFIED,20000077,OPEN,SAN LEANDRO HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,62,368 JUANA AVENUE,SAN LEANDRO,94577,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
118,LICENSED AND CERTIFIED,20000079,OPEN,MEDICAL HILL HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,124,475 29TH STREET,OAKLAND,94609,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
119,LICENSED AND CERTIFIED,20000087,OPEN,CROWN BAY NURSING & REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,135,508 WESTLINE DRIVE,ALAMEDA,94501,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
120,LICENSED AND CERTIFIED,20000090,OPEN,EDEN HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,121,27350 TAMPA AVENUE,HAYWARD,94544,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
121,LICENSED AND CERTIFIED,20000091,OPEN,PIEDMONT GARDENS HEALTH FACILITY,SNF,SKILLED NURSING FACILITY,LTC,94,110 41ST STREET,OAKLAND,94611,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
122,LICENSED AND CERTIFIED,20000093,OPEN,EXCELL HEALTH CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,3025 HIGH STREET,OAKLAND,94619,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
123,LICENSED AND CERTIFIED,20000094,OPEN,PARK CENTRAL CARE AND REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,2100 PARKSIDE DRIVE,FREMONT,94536,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
124,LICENSED AND CERTIFIED,20000099,OPEN,MCCLURE POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,60,2910 MCCLURE STREET,OAKLAND,94609,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
125,LICENSED AND CERTIFIED,20000100,OPEN,MERCY RETIREMENT & CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,59,3431 FOOTHILL BOULEVARD,OAKLAND,94601,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
126,LICENSED AND CERTIFIED,20000101,OPEN,NILES CANYON POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,73,38650 MISSION BOULEVARD,FREMONT,94536,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
127,LICENSED AND CERTIFIED,20000103,OPEN,HAYWARD GARDENS POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,75,1628 B STREET,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
128,LICENSED AND CERTIFIED,20000104,OPEN,MARINA GARDEN NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,32,3201 FERNSIDE BOULEVARD,ALAMEDA,94501,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
129,LICENSED AND CERTIFIED,20000110,OPEN,LAKE MERRITT HEALTHCARE CENTER LLC,SNF,SKILLED NURSING FACILITY,LTC,53,309 MACARTHUR BOULEVARD,OAKLAND,94610,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
130,LICENSED AND CERTIFIED,20000111,OPEN,JONES CONVALESCENT HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,25,524 CALLAN AVENUE,SAN LEANDRO,94577,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
131,LICENSED AND CERTIFIED,20000112,OPEN,KYAKAMEENA CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,60,2131 CARLETON STREET,BERKELEY,94704,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
132,LICENSED AND CERTIFIED,20000114,OPEN,LAKE PARK HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,35,1850 ALICE STREET,OAKLAND,94612,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
133,LICENSED AND CERTIFIED,20000115,OPEN,OAKLAND HEALTHCARE & WELLNESS CENTER,SNF,SKILLED NURSING FACILITY,LTC,98,3030 WEBSTER STREET,OAKLAND,94609,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
134,LICENSED AND CERTIFIED,20000116,OPEN,EAST BAY POST-ACUTE,SNF,SKILLED NURSING FACILITY,LTC,91,20259 LAKE CHABOT ROAD,CASTRO VALLEY,94546,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
135,LICENSED AND CERTIFIED,20000119,OPEN,REDWOOD HEALTHCARE CENTER LLC,SNF,SKILLED NURSING FACILITY,LTC,44,3145 HIGH STREET,OAKLAND,94619,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
136,LICENSED AND CERTIFIED,20000123,OPEN,HAYWARD CONVALESCENT HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,99,1832 B STREET,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
137,LICENSED AND CERTIFIED,20000124,OPEN,FRUITVALE HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,140,3020 EAST 15TH STREET,OAKLAND,94601,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
138,LICENSED AND CERTIFIED,20000125,OPEN,GARFIELD NEUROBEHAVIORAL CENTER,SNF,SKILLED NURSING FACILITY,LTC,96,1451 28TH AVENUE,OAKLAND,94601,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
139,LICENSED AND CERTIFIED,20000128,OPEN,ELMWOOD CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,77,2829 SHATTUCK AVENUE,BERKELEY,94705,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
140,LICENSED AND CERTIFIED,20000129,OPEN,CRESTWOOD TREATMENT CENTER,SNF,SKILLED NURSING FACILITY,LTC,88,2171 MOWRY AVENUE,FREMONT,94538,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
141,LICENSED AND CERTIFIED,20000132,OPEN,FREMONT HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,115,39022 PRESIDIO WAY,FREMONT,94538,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
142,LICENSED AND CERTIFIED,20000133,OPEN,DRIFTWOOD HEALTHCARE CENTER - HAYWARD,SNF,SKILLED NURSING FACILITY,LTC,88,19700 HESPERIAN BOULEVARD,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
143,LICENSED AND CERTIFIED,20000135,OPEN,BAY AREA HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,1833 10TH AVENUE,OAKLAND,94606,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
144,LICENSED AND CERTIFIED,20000161,OPEN,JOHN MUIR HOME HEALTH SERVICES,HHA,HOME HEALTH AGENCY,NON-LTC,0,2298 PIKE COURT,CONCORD,94520,60,CONTRA COSTA,2,EAST BAY,Y,PARENT,7,CONTRA COSTA,6013,2024-03-15 00:00:00
145,LICENSED ONLY,20000177,OPEN,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE - BRANCH,HHA,HOME HEALTH AGENCY,NON-LTC,0,1025 ATLANTIC AVE,ALAMEDA,94501,0,ALAMEDA,2,EAST BAY,N,BRANCH,1,ALAMEDA,6001,2024-03-15 00:00:00
146,LICENSED AND CERTIFIED,20000274,OPEN,THE REHABILITATION CENTER OF OAKLAND,SNF,SKILLED NURSING FACILITY,LTC,70,210 40TH STREET WAY,OAKLAND,94611,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
147,LICENSED AND CERTIFIED,20000275,OPEN,WASHINGTON CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,14766 WASHINGTON AVENUE,SAN LEANDRO,94578,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
148,LICENSED AND CERTIFIED,20000276,OPEN,CANYON CREEK POST-ACUTE,SNF,SKILLED NURSING FACILITY,LTC,70,22103 REDWOOD ROAD,CASTRO VALLEY,94546,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
149,LICENSED AND CERTIFIED,20000277,OPEN,"BROOKDALE HEALTHCARE & WELLNESS CENTRE, LP",SNF,SKILLED NURSING FACILITY,LTC,94,2919 FRUITVALE AVENUE,OAKLAND,94602,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
150,LICENSED AND CERTIFIED,20000334,OPEN,LITTLEFOOT HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,180 LITTLE FOOT DR,FREMONT,94539,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
151,LICENSED AND CERTIFIED,20000427,OPEN,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,3170 CROW CANYON PLACE,SAN RAMON,94583,60,CONTRA COSTA,2,EAST BAY,Y,PARENT,7,CONTRA COSTA,6013,2024-03-15 00:00:00
152,LICENSED AND CERTIFIED,20000631,OPEN,SERRA RESIDENTIAL CENTER - ELLEN HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,41477 ELLEN ST,FREMONT,94538,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
153,LICENSED AND CERTIFIED,20000647,OPEN,PARK HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,39523 SUNDALE DR,FREMONT,94538,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
154,LICENSED AND CERTIFIED,20000648,OPEN,STANLEY HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,7874 DIANA LANE,DUBLIN,94568,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
155,LICENSED ONLY,20000685,OPEN,CORAM CVS/SPECIALTY INFUSION SERVICES,HHA,HOME HEALTH AGENCY,NON-LTC,0,3160 CORPORATE PLACE,HAYWARD,94545,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
156,LICENSED ONLY,20000706,OPEN,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,HHA,HOME HEALTH AGENCY,NON-LTC,0,5099 COMMERCIAL CIRCLE,CONCORD,94520,60,CONTRA COSTA,2,EAST BAY,Y,PARENT,7,CONTRA COSTA,6013,2024-03-15 00:00:00
157,LICENSED AND CERTIFIED,20000714,OPEN,KAISER FOUNDATION HOSPITAL HOME HEALTH - OAKLAND,HHA,HOME HEALTH AGENCY,NON-LTC,0,4501 BROADWAY,OAKLAND,94611,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
158,LICENSED AND CERTIFIED,20000715,OPEN,KAISER FOUNDATION HOSPITAL HOME HEALTH - MARTINEZ,HHA,HOME HEALTH AGENCY,NON-LTC,0,200 MUIR ROAD,MARTINEZ,94553,60,CONTRA COSTA,2,EAST BAY,Y,PARENT,7,CONTRA COSTA,6013,2024-03-15 00:00:00
159,LICENSED AND CERTIFIED,20000716,OPEN,KAISER FOUNDATION HOSPITAL HOME HEALTH - HAYWARD,HHA,HOME HEALTH AGENCY,NON-LTC,0,30116 EIGENBRODT WAY,UNION CITY,94587,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
160,LICENSED AND CERTIFIED,20000763,OPEN,AMEDISYS HOME HEALTH CARE,HHA,HOME HEALTH AGENCY,NON-LTC,0,24301 SOUTHLAND DRIVE,HAYWARD,94545,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
161,LICENSED ONLY,20000794,OPEN,"ACCREDO HEALTH GROUP, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,3320 DATA DR,RANCHO CORDOVA,95670,440,SACRAMENTO,3,SACRAMENTO,Y,PARENT,34,SACRAMENTO,6067,2024-03-15 00:00:00
162,LICENSED AND CERTIFIED,20000808,OPEN,MORTON BAKAR CENTER,SNF,SKILLED NURSING FACILITY,LTC,97,494 BLOSSOM WAY,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
163,LICENSED AND CERTIFIED,20000813,OPEN,SERRA CENTER VALPEY PARK HOUSE,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,5007 VALPEY PARK AVENUE,FREMONT,94538,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
164,LICENSED ONLY,20000830,OPEN,"COMMUNITY CARE SERVICES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,8105 EDGEWATER DR,OAKLAND,94621,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
165,LICENSED AND CERTIFIED,20000836,OPEN,RUUS VILLA,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,29255 RUUS ROAD,HAYWARD,94544,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
166,LICENSED AND CERTIFIED,20000851,OPEN,PROFESSIONAL HOME CARE ASSOCIATES,HHA,HOME HEALTH AGENCY,NON-LTC,0,2296 COUNTRY DR,FREMONT,94536,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
167,LICENSED AND CERTIFIED,20000877,OPEN,ELENA'S ICF/DD-H,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,25611 BELHAVEN STREET,HAYWARD,94545,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
168,LICENSED AND CERTIFIED,20000880,OPEN,OAKLAND HEIGHTS NURSING AND REHABILITATION,SNF,SKILLED NURSING FACILITY,LTC,48,2361 EAST 29TH STREET,OAKLAND,94606,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
169,LICENSED AND CERTIFIED,20000895,OPEN,CENTERWELL HOME HEALTH,HHA,HOME HEALTH AGENCY,NON-LTC,0,395 TAYLOR BOULEVARD,PLEASANT HILL,94523,60,CONTRA COSTA,2,EAST BAY,Y,PARENT,7,CONTRA COSTA,6013,2024-03-15 00:00:00
170,LICENSED AND CERTIFIED,20000924,OPEN,"MAXIM HEALTHCARE SERVICES, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,2000 POWELL ST,EMERYVILLE,94608,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
171,LICENSED ONLY,20000950,OPEN,CENTER FOR ELDERS INDEPENDENCE/HHA,HHA,HOME HEALTH AGENCY,NON-LTC,0,1955 SAN PABLO AVENUE,OAKLAND,94612,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
172,LICENSED AND CERTIFIED,20000960,OPEN,BAHAMA HOME ICF/DDH,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,27495 BAHAMA AVENUE,HAYWARD,94545,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
173,LICENSED AND CERTIFIED,20000987,OPEN,ELENA'S ICF,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,1240 RADCLIFF LN,HAYWARD,94545,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
174,LICENSED AND CERTIFIED,20001047,OPEN,ACCENTCARE HOME HEALTH - PETALUMA  BRANCH,HHA,HOME HEALTH AGENCY,NON-LTC,0,140 2ND ST,PETALUMA,94952,590,SONOMA,2,EAST BAY,N,BRANCH,49,SONOMA,6097,2024-03-15 00:00:00
175,LICENSED AND CERTIFIED,20001052,OPEN,SERRA CENTER SAN JUAN HOME,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,4253 SAN JUAN AVENUE,FREMONT,94536,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
176,LICENSED AND CERTIFIED,20001071,OPEN,"ASIAN NETWORK PACIFIC HOME CARE, INC.",HHA,HOME HEALTH AGENCY,NON-LTC,0,212 9TH STREET,OAKLAND,94607,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
177,LICENSED AND CERTIFIED,20001114,OPEN,MAIN ICF/DD-N,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,21860 MAIN ST,HAYWARD,94541,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
178,LICENSED AND CERTIFIED,20001146,OPEN,ELENA'S ICF/DD-H #3,ICFDDH,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,1162 MERRITT LN,HAYWARD,94545,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
179,LICENSED AND CERTIFIED,20001151,OPEN,AMEDISYS HOME HEALTH CARE - BRANCH,HHA,HOME HEALTH AGENCY,NON-LTC,0,3478 BUSKIRK AVENUE,PLEASANT HILL,94523,60,CONTRA COSTA,2,EAST BAY,N,BRANCH,7,CONTRA COSTA,6013,2024-03-15 00:00:00
180,LICENSED AND CERTIFIED,20001156,OPEN,BARROW ICF/DD-N,ICFDDN,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,LTC,6,2225 BARROW STREET,SAN LEANDRO,94577,0,ALAMEDA,2,EAST BAY,Y,PARENT,1,ALAMEDA,6001,2024-03-15 00:00:00
